changed_files	id	span	title
1	116798177	2 days 17:44:00.000000000	Bump version to 5.3.1
2	116756761	0 days 00:23:10.000000000	Add recipe for LAP
2	116740897	0 days 01:23:26.000000000	Mobster 0.2.2
2	116738159	0 days 01:20:02.000000000	Use bioconda-utils for uploading mulled docker images to quay.io.
1	116737877	0 days 01:11:11.000000000	clever-toolkit 2.1
2	116730197	0 days 00:16:49.000000000	Add recipe for Uniprot
2	116727555	0 days 00:32:35.000000000	Add recipe for Edena
2	116725163	0 days 00:43:40.000000000	Add recipe for FCP
2	116712062	0 days 00:25:11.000000000	Adapt upload handling to new bioconda-utils behavior.
1	116671615	0 days 00:13:36.000000000	Bump wasabi version number to match what wasabi reports.
2	116625977	0 days 00:11:45.000000000	Add Rtsne
2	116602606	0 days 16:20:13.000000000	remove Toposort from github
12	116598923	12 days 02:30:50.000000000	Genome wide annotations for Bovine, Canine, Zebrafish, Chicken, Rat, and Pig.
4	116595775	0 days 00:39:48.000000000	update recipe for 1.9.1
2	116577296	1 days 00:10:25.000000000	Add recipe for Metaphyler
2	116544835	0 days 04:31:49.000000000	Add recipe for FRC
6	116544648	0 days 01:13:21.000000000	Footprint
2	116539710	0 days 03:52:10.000000000	Add legacy biopython version 1.67
3	116507698	0 days 01:28:33.000000000	Update: vardict; New: 7bridges python API
3	116462966	0 days 14:17:03.000000000	Add recipe for dsk-2.2.0
1	116418789	0 days 00:14:55.000000000	bbmap 37.02 -> 37.10
1	116391389	0 days 01:35:50.000000000	cromwell 25 -> 26
2	116362077	1 days 02:38:27.000000000	New Recipe Sourmash
2	116348547	0 days 15:19:04.000000000	Add recipe for velvet-sc
1	116340801	0 days 04:51:38.000000000	RNFtools – remove pbr & termcolor from dependencies
2	116338309	0 days 05:33:40.000000000	Add recipe for ALE
3	116333890	0 days 00:26:00.000000000	Add gubbins
2	116317386	0 days 01:04:56.000000000	Add pydna
7	116303932	49 days 12:36:56.000000000	Re-add ucsc-liftover, updated to 332
2	116292497	0 days 09:49:50.000000000	Add clustalw as symlink to clustalw2
1	116286099	0 days 00:14:00.000000000	Update askocli recipe
1	116283765	0 days 00:08:59.000000000	Install fqtools from source file
3	116274414	0 days 02:14:44.000000000	Add recipe for Pymix
1	116262596	0 days 01:26:10.000000000	added samtools as a runtime dependency
1	116226071	0 days 14:03:52.000000000	Add rnftools
2	116184396	0 days 01:58:50.000000000	Update last to 847
2	116134766	0 days 00:31:41.000000000	Update: bcbio, bcbio-vm to force latest pysam
2	116125040	0 days 00:34:34.000000000	Update: bcbio, bcbio-vm for htslib 1.4
1	116092052	0 days 02:05:05.000000000	nglview 0.6.3
4	116053867	0 days 00:13:21.000000000	Update: sentieon, platypus-variant
3	115976163	0 days 01:49:43.000000000	recipe for pylibseq 0.1.9
1	115943208	0 days 03:28:15.000000000	bump gemini
2	115909607	0 days 00:41:06.000000000	New: rabix bunny CWL executor
2	115879532	0 days 10:55:11.000000000	new starseqr
2	115872692	0 days 00:59:05.000000000	Gffread recipe
2	115860658	0 days 19:25:57.000000000	turns out we must build with GCC on OS X
2	115858185	0 days 18:46:07.000000000	Add a recipe for CuReSim
1	115852550	0 days 00:51:33.000000000	Update sistr_cmd to v0.3.6
2	115835304	4 days 23:33:35.000000000	Stringmlst
2	115824090	0 days 01:02:56.000000000	Reduce dependencies & add license info
1	115798476	5 days 05:23:30.000000000	[ci skip]  update license
7	115791272	0 days 02:43:00.000000000	Make Dwgsim work on OS X and remove patches
9	115767621	48 days 23:21:25.000000000	GNU licenses like GPL, AGPL, LGPL are not public domain
2	115752438	64 days 06:01:49.000000000	Build and copy vcflib files for freebayes-parallel.
1	115736831	0 days 00:14:10.000000000	rebuild bioconductor-pca
2	115707169	0 days 00:00:59.000000000	[ci skip] Setup buildkite configuration as a submodule.
2	115674593	0 days 00:09:06.000000000	Add a recipe for wgsim
1	115674031	0 days 00:35:29.000000000	Add prophyle
1	115633947	0 days 00:47:06.000000000	up build number and pin CONDA_HTSLIB.  add about section
1	115567942	1 days 07:03:56.000000000	Update to pyani v0.2.3
1	115565776	0 days 02:07:55.000000000	Qiime
3	115538487	0 days 02:07:05.000000000	add bioconductor-ipo
2	115533134	0 days 01:01:33.000000000	Blastalign
2	115513498	0 days 01:47:33.000000000	Itk4.6
1	115513168	0 days 12:51:33.000000000	Biopython License Agreement, not MIT.
1	115478993	0 days 16:38:13.000000000	biopython: 1.69
1	115399876	0 days 00:52:30.000000000	Bump wasabi to 0.1.
8	115386509	0 days 23:47:35.000000000	R hdrcde
3	115364961	0 days 03:10:28.000000000	fwdpp 0.5.5
2	115336910	0 days 21:02:23.000000000	correction made to blastalign patch
4	115293784	0 days 00:13:06.000000000	R speaq
2	115290418	0 days 01:29:17.000000000	Delly 0.7.7
0	115287649	0 days 06:28:24.000000000	update csvtk to v0.7.1
0	115257037	0 days 09:22:14.000000000	update seqkit to v0.5.4
2	115179740	0 days 07:56:44.000000000	first attempts at fwdpy11 recipe
3	115147021	0 days 00:41:11.000000000	Update snpEff to 4.3k
2	114977833	0 days 03:08:19.000000000	Shapemapper
2	114945835	0 days 00:10:32.000000000	Add recipe for ghmm
4	114901072	5 days 00:15:38.000000000	Update pysam to 0.11
2	114842163	1 days 18:18:47.000000000	Add Ray recipe
4	114811831	0 days 00:33:16.000000000	Add graftm
2	114807239	0 days 00:09:54.000000000	Add seqmagick
1	114764815	0 days 04:24:43.000000000	nextflow 0.24.2
2	114697912	0 days 00:34:54.000000000	Add recipe for beagle 4.1_21Jan17.6cc.
2	114681761	1 days 17:05:32.000000000	Fixed broken export in RNAlien wrapper
3	114678914	0 days 00:46:02.000000000	Build gclib correctly on osx.
1	114666531	0 days 00:51:33.000000000	updated to latest release of Kaptive
2	114492420	0 days 11:54:42.000000000	Aliencertificatewrapper
2	114458552	0 days 19:57:42.000000000	Fix missing include for gffcompare.
4	114452930	1 days 17:46:54.000000000	Add recipe for gffcompare 0.9.8
3	114422473	0 days 02:14:39.000000000	Also build a shared library.
1	114415892	0 days 20:14:46.000000000	update vcfanno to v0.2.4
2	114393544	0 days 21:48:16.000000000	New recipe : Kaptive
3	114392804	0 days 02:00:46.000000000	Build additional object files used by GffCompare
1	114301755	0 days 11:04:42.000000000	updated umi_tools to version 0.4.3
2	114245019	0 days 00:29:23.000000000	Remove gettext recipe
1	114237675	2 days 16:31:09.000000000	Update LEfSe to 1.0.8.post1
4	114206902	0 days 00:49:34.000000000	move aside svtools v0.3.1 and update to v0.3.2
1	114187823	0 days 19:03:58.000000000	Added openssl dependency to rnalien recipe
2	114186100	0 days 05:36:23.000000000	Add gclib
2	114148132	0 days 02:52:02.000000000	Fix repeatmasker wrapper
1	114129121	0 days 02:48:03.000000000	Jannovar CLI v0.21
0	114108341	0 days 01:35:06.000000000	Update rmblast as per #4324
1	114099426	0 days 00:32:40.000000000	fixed gimmemotifs dependencies
1	114082707	0 days 00:29:20.000000000	updated build to fix ete3 dependency issues
3	114072070	0 days 00:12:41.000000000	add new version of multiGPG
10	114037520	1 days 02:12:04.000000000	Synergyfinder
1	113966539	0 days 00:25:16.000000000	Bump circlator to 1.5.0
1	113962083	0 days 00:34:36.000000000	Require deseq2 version built with conda > 2.0. Change r to r-base
0	113938518	0 days 03:25:13.000000000	Update r-plotly to 4.5.6
1	113937199	0 days 00:44:51.000000000	Rebuild r-statmod with conda > 2.0. Change r to r-base
0	113923260	0 days 00:37:36.000000000	Ensembl vep 88
2	113915500	0 days 05:23:07.000000000	Add r-rubic recipe.
1	113893100	0 days 00:24:53.000000000	new hicexplorer version
4	113892874	0 days 00:40:30.000000000	Update: kraken to fix missing `.bak` files
0	113889392	0 days 01:45:04.000000000	new recipe for fastahack
3	113827808	0 days 01:28:15.000000000	Add  wub
2	113820871	0 days 01:59:55.000000000	Add editdistance
8	113812365	0 days 00:15:52.000000000	New: Canvas, SURVIVOR, mergevcf
2	113807344	0 days 00:11:20.000000000	Testing to add intervaltree_bio
2	113807025	0 days 00:21:26.000000000	Add minepy
2	113794021	0 days 00:14:02.000000000	add nanopolish 0.6.0
2	113793155	0 days 00:09:41.000000000	Fixing fast5
2	113791276	0 days 00:07:07.000000000	Add missing fast5 header files
0	113768107	0 days 01:47:41.000000000	update seqkit to v0.5.3
8	113763434	1 days 04:55:40.000000000	Add ngsutils eta swalign
1	113635187	0 days 00:09:04.000000000	Add jellyfish 1 as run requirement for kraken
1	113610358	0 days 01:28:05.000000000	Bump deepTools to 2.5.0
2	113542850	0 days 20:15:19.000000000	Expansionhunter update to 2.0.8
7	113524081	0 days 02:38:53.000000000	Bioconductor pcaexplorer
4	113500413	0 days 00:18:40.000000000	Rebuild r-testthat with conda > 2.0. Change r to r-base
0	113447316	0 days 03:54:37.000000000	Default to /usr/local base dir
1	113446830	0 days 03:57:50.000000000	Upgrade to dDocent v2.2.16
1	113402066	0 days 10:38:09.000000000	Update VarDict-Java to version 1.5.0.
3	113400481	0 days 04:30:19.000000000	Mobster
0	113381051	2 days 07:29:00.000000000	Add shorah to bioconda
0	113378052	0 days 00:35:42.000000000	Ngmlr023
1	113363382	0 days 00:23:17.000000000	pyBigWig -> 0.3.4
0	113292986	0 days 09:25:42.000000000	Switch repeatmasker to perl instead of perl-threaded
9	113277198	0 days 12:30:44.000000000	Fixes for Trinity and related packages
11	113220335	0 days 00:56:25.000000000	Update some R/Bioconductor recipes
1	113202525	1 days 04:47:43.000000000	Bump 5.3.0
1	113197038	0 days 00:36:44.000000000	Added missing ca-certificates for RNAlien, updated to version 1.3.7
3	113187438	0 days 01:27:03.000000000	Update: cwl2wdl, bcbio-nextgen(-vm)
1	113176359	0 days 01:02:53.000000000	Depend on r-base instead of r. Recipe cleanup
1	113166399	0 days 00:10:15.000000000	Update edgeR to 3.16.5 and fix deps
2	113128275	2 days 16:25:46.000000000	R gdtools
0	113117620	0 days 01:32:06.000000000	Bbmap
1	113037633	0 days 00:24:44.000000000	Update limma to latest release and depend on r-base
1	112973564	0 days 05:51:01.000000000	prosic 2.1.0
1	112967910	0 days 01:32:04.000000000	New hicexplorer release
0	112962237	0 days 02:13:40.000000000	miniasm newer version
2	112944267	0 days 00:54:25.000000000	Added perl-tie-hash-indexed
2	112932444	0 days 01:00:12.000000000	Intarna 2.0.2
5	112926353	0 days 00:28:51.000000000	Update: arvados-cwl-runner, gridss, bcbio-nextgen
0	112711939	0 days 00:50:23.000000000	Add bedtools as a runtime dependency
1	112688892	0 days 00:27:34.000000000	Update rsubread to v1.25.2
3	112673131	1 days 00:43:08.000000000	Build art from source
2	112661014	0 days 04:29:10.000000000	added music
2	112629613	1 days 17:11:18.000000000	Add damidseq_pipeline
4	112621912	0 days 02:16:35.000000000	Update: cromwell, wdltool
2	112616160	0 days 00:47:14.000000000	Add seq-gen
4	112596165	2 days 12:30:47.000000000	nextflow 0.24.1
1	112516220	0 days 00:25:20.000000000	bcbio:add dnapi dependency
0	112490459	0 days 02:10:39.000000000	updated version of phylip recipe
0	112483821	0 days 02:35:01.000000000	update seqkit to v0.5.2
1	112449444	0 days 01:24:35.000000000	Add minimum version 2.3.0 to bowtie2 requirement for Trinity
1	112430651	0 days 00:10:32.000000000	bump graphclust
2	112410638	0 days 00:19:40.000000000	Bump to version 5.2.8
2	112360701	0 days 01:17:43.000000000	Upgrade pilon
0	112351049	0 days 19:52:56.000000000	Added recipe for Riboplot (package from PyPI)
1	112338603	0 days 15:25:04.000000000	Update hcluster_sg to latest commit
1	112302362	0 days 00:17:40.000000000	rebuilt DNApi 1.1
1	112276687	0 days 00:24:48.000000000	Add bowtie2 run requirement for Trinity
6	112244675	0 days 00:47:04.000000000	Bioconductor rcas
1	112222471	0 days 00:52:42.000000000	bioconductor-rcas: update to v1.1.1
3	112213538	0 days 00:30:06.000000000	"Revert ""perl-bioperl-core 1.7.1"""
3	112172145	107 days 21:42:55.000000000	Abricate version 0.5
1	112121125	0 days 01:15:06.000000000	Add libgcc as dependency
1	112096063	0 days 01:16:11.000000000	Try again to fix PaddingError error when installing bioconductor-deseq2
2	112091884	0 days 00:20:32.000000000	Do not symlink subdirectories of util/
5	112089877	0 days 02:42:13.000000000	peptide-shaker update to version 1.16.3
5	112089009	0 days 02:46:13.000000000	searchgui update to version 3.2.11
2	112042485	6 days 03:09:54.000000000	[lint skip missing_hash for recipes/blasr] [lint skip uses_git_url for recipes/blasr] Add tools for blasr
1	112029614	0 days 01:14:23.000000000	Add missing dependencies of clever-toolkit.
3	112024888	0 days 00:21:02.000000000	Bioconductor xcms update
3	112021639	0 days 21:47:28.000000000	Pindel pin deps
2	112016537	0 days 00:23:11.000000000	add bioconductor-massspecwavelet
2	111990128	0 days 00:26:40.000000000	Add r-cimpl recipe.
4	111988128	0 days 00:55:30.000000000	Update: bcbio, qsignature
2	111981653	0 days 01:38:50.000000000	add r waveslim
2	111977707	0 days 01:59:30.000000000	add R RANN
1	111960955	0 days 00:19:06.000000000	Update: pysam to pin htslib to 1.3.x
1	111945730	0 days 03:29:34.000000000	Fix md5 for bwa
0	111879118	0 days 18:43:10.000000000	GarNet
1	111777743	1 days 02:20:41.000000000	Specified versions for snippy dependencies
2	111742389	0 days 20:01:01.000000000	obitools cleanup
8	111733041	0 days 00:25:49.000000000	Update: samtools, bcftools, htslib, sailfish
1	111596374	0 days 00:21:25.000000000	Fix incorrect gemini version
8	111587723	0 days 04:32:47.000000000	Obitools
1	111572896	0 days 00:17:37.000000000	Update to version 1.0.2
2	111530813	0 days 01:03:33.000000000	fixed typos to make dcmtk build as shared lib
2	111486294	0 days 00:20:42.000000000	Salmon 0.8.2-1
5	111474515	0 days 01:11:16.000000000	Jemalloc 4.5.0
1	111472763	0 days 07:23:36.000000000	Upgrade dDocent to v2.2.15
3	111467335	0 days 00:20:15.000000000	Bump trf and fix recipe
1	111466282	0 days 00:08:11.000000000	bump fast5 to latest
2	111425838	0 days 00:13:51.000000000	Added recipe for ddrage (to a clean branch).
4	111414482	0 days 03:25:48.000000000	Salmon 0.8.2
2	111410253	0 days 00:21:52.000000000	build dcmtk sharedlibs
1	111408914	0 days 00:56:54.000000000	Make ITK available on OSX
3	111407542	0 days 00:29:48.000000000	remove jpeg from bioconda
1	111406995	0 days 00:23:46.000000000	Extend Python-Omero Recipe to OSX
2	111404306	0 days 01:03:13.000000000	copied munkres recipe from omnia-md
3	111404302	0 days 01:29:04.000000000	added pymot recipe
1	111397868	0 days 05:31:41.000000000	STAR: bump to version 2.5.3a
1	111390809	0 days 00:08:02.000000000	bump vcfanno
1	111367448	2 days 00:26:49.000000000	NGLVIEW: force using ipywidgets 5.2.2
1	111365465	0 days 04:00:05.000000000	bump vcfanno
1	111354568	0 days 00:48:20.000000000	update flowtools 1.4.1
1	111316205	0 days 01:08:27.000000000	update flowtools to 1.4
2	111314233	0 days 05:24:34.000000000	Update setup.py
2	111310844	0 days 00:49:45.000000000	mirdeep2
1	111308923	0 days 00:09:09.000000000	tssar: skipping osx
2	111297644	0 days 01:20:57.000000000	Remove the OSX skip for Trim Galore!
1	111273287	0 days 02:14:44.000000000	update flowcl
1	111271703	0 days 00:14:08.000000000	update r-fields
1	111269046	0 days 00:15:00.000000000	changes name
3	111265402	0 days 00:40:27.000000000	Bump fast5
2	111252480	0 days 00:22:55.000000000	Add recipe for disco
1	111246638	0 days 00:20:11.000000000	bcbio: update and remove matplotlib pinning
1	111243338	0 days 01:14:05.000000000	rebuild package
1	111188603	0 days 01:51:10.000000000	updates test commands
1	111156673	0 days 06:53:14.000000000	Update Scalpel to 0.5.3
1	111136657	0 days 06:59:33.000000000	bump vcfanno to 0.2.0
2	111133957	0 days 19:00:36.000000000	converted pip zeroc-ice package to conda
4	111130301	0 days 00:18:35.000000000	adds new version and updates file structure
1	111109843	0 days 02:29:13.000000000	Bump cutadapt to 1.13
3	111093647	0 days 04:18:21.000000000	Update flow version
2	111092210	0 days 01:17:59.000000000	update r-changepoint
2	111090651	0 days 01:47:26.000000000	Update: salmon 0.8.1 with pre-compiled binaries
1	111067820	0 days 00:26:55.000000000	newer version proBAMconvert
1	111065492	0 days 00:23:39.000000000	update flowtools
4	111028659	0 days 00:31:59.000000000	Update: goleft, hap.py, optitype
13	111012852	0 days 05:11:17.000000000	Remove deprecated doc infrastructure.
3	110992058	1 days 17:12:11.000000000	updated recipe for nextflow 0.23.4
2	110958491	1 days 01:45:23.000000000	Add a recipe for exiftool
1	110940079	3 days 23:27:22.000000000	Update version
2	110897210	0 days 12:28:43.000000000	Snakemake 3.11.2
1	110894931	0 days 03:51:29.000000000	Update savage to version 0.3.0
3	110893329	0 days 03:11:35.000000000	Add a recipe for metavelvet-sl-pipeline
3	110889727	0 days 04:13:17.000000000	New recipe for ibdne
1	110888264	1 days 01:47:42.000000000	bump cyvcf2
3	110885690	0 days 04:28:44.000000000	Add tests and md5 for metavelvet-sl
3	110873943	0 days 05:17:28.000000000	new recipe: ibdseq
3	110873729	0 days 18:10:46.000000000	Add tests and md5 metavelvet-sl-feature-extraction and fix for OSX
1	110836620	0 days 07:00:41.000000000	update r-spam
1	110832091	0 days 00:10:58.000000000	bump graphclust
2	110792889	0 days 01:33:56.000000000	Snakemake 3.11.1-1 fixes small bug in snakemake/conda.py
1	110710257	0 days 11:21:04.000000000	Add xz as dependency
2	110700228	0 days 01:49:39.000000000	Fix pysam shared library rpaths for OS X.
1	110661334	0 days 02:22:50.000000000	Snakemake 3.11.1
1	110636646	0 days 00:38:31.000000000	added license and home url
1	110630623	0 days 00:43:03.000000000	Bump deepTools to 2.4.3
1	110625985	0 days 00:45:47.000000000	updated flowtools
9	110614084	0 days 00:34:15.000000000	Feature/perl datetime
2	110610385	0 days 01:37:23.000000000	Fix Stride
4	110585906	0 days 23:05:43.000000000	Recipe for Jaffa v1.08
2	110572820	0 days 00:52:43.000000000	Adding recipe for bpipe
